Player_ID,Full_Name,Gender,Country,Continent,Date_of_Birth,Age,Height_cm,Weight_kg,Playing_Hand,Playing_Style,World_Ranking,National_Ranking,Career_Matches_Played,Career_Matches_Won,Win_Percentage,Titles_Won,International_Titles,Years_Active,Current_Status,Average_Match_Duration_Min,Average_Reaction_Time_ms,Serve_Speed_kmh,Ranking_Points,Injury_History,Last_Updated
317,Mei Singh 317,FEMALE,South Africa,Africa,1991-04-22,34,167,76,Left,All-round,317,31,311,158,50.8,7,3,3,Active,29.9,296,47,1083,Major,2024-12-31
318,Wei Singh 318,MALE,Germany,Europe,1991-11-27,34,166,71,Left,All-round,318,65,266,148,55.64,14,3,9,Active,24.7,259,78,442,Minor,2024-12-31
319,Victor Brown 319,MALE,USA,North America,2001-07-16,24,178,86,Left,Offensive,319,43,313,191,61.02,5,0,8,Active,28.2,243,64,783,Major,2024-12-31
320,Ivan Brown 320,MALE,New Zealand,Oceania,1991-07-15,34,166,60,Left,Offensive,320,26,199,103,51.76,1,2,4,Active,23.4,210,48,1877,Major,2024-12-31
321,Daniel Li 321,MALE,France,Europe,1991-08-03,34,185,80,Left,Defensive,321,98,410,301,73.41,13,5,5,Active,27.7,297,66,1281,Minor,2024-12-31
322,Mei Rossi 322,FEMALE,Nepal,Asia,1985-06-30,40,193,60,Left,Defensive,322,39,408,208,50.98,11,3,9,Retired,21.7,203,75,448,Minor,2024-12-31
323,Nina Sharma 323,FEMALE,Nigeria,Africa,1997-04-12,28,174,47,Right,Defensive,323,3,320,212,66.25,12,2,11,Active,23.6,266,55,2451,Major,2024-12-31
324,Ivan Sharma 324,MALE,Spain,Europe,1989-10-03,36,188,63,Right,Defensive,324,32,97,60,61.86,14,2,4,Retired,26.3,253,63,1683,Minor,2024-12-31
325,Daniel Li 325,MALE,Australia,Oceania,1997-10-01,28,158,76,Right,Offensive,325,36,268,121,45.15,4,4,10,Active,24.5,259,63,2394,None,2024-12-31
326,Wei Sharma 326,MALE,Nigeria,Africa,2005-05-21,20,193,66,Left,Defensive,326,87,183,65,35.52,11,0,3,Active,32.5,204,78,1785,None,2024-12-31
327,Anita Li 327,FEMALE,Thailand,Asia,1996-11-16,29,195,64,Left,Offensive,327,20,212,123,58.02,12,4,9,Active,45.0,193,58,1390,Minor,2024-12-31
328,Ivan Singh 328,MALE,Germany,Europe,1994-07-23,31,184,71,Left,Defensive,328,107,389,269,69.15,8,0,5,Active,42.6,228,66,1527,None,2024-12-31
329,Nina Rossi 329,FEMALE,Canada,North America,1993-12-12,32,167,63,Right,Defensive,329,115,431,191,44.32,7,3,12,Active,24.5,198,45,694,Major,2024-12-31
330,Emma Sharma 330,FEMALE,Australia,Oceania,1997-02-19,28,165,82,Left,All-round,330,103,447,289,64.65,3,1,11,Active,26.8,253,61,2133,None,2024-12-31
331,Arjun Petrov 331,MALE,France,Europe,1992-12-31,33,167,59,Right,All-round,331,12,110,53,48.18,2,0,10,Active,20.2,267,45,2136,None,2024-12-31
332,Alex Brown 332,MALE,Egypt,Africa,1988-11-07,37,193,88,Left,Offensive,332,142,203,90,44.33,14,1,11,Retired,25.7,264,65,2401,Major,2024-12-31
333,Daniel Brown 333,MALE,Nepal,Asia,1991-12-04,34,161,75,Left,Offensive,333,68,389,214,55.01,9,1,5,Active,42.6,214,58,1444,None,2024-12-31
334,Emma Li 334,FEMALE,Australia,Oceania,2003-06-26,22,160,88,Left,Defensive,334,109,247,179,72.47,4,0,9,Active,29.4,268,70,937,Minor,2024-12-31
335,Wei Brown 335,MALE,France,Europe,1999-01-23,26,195,67,Left,All-round,335,149,172,71,41.28,11,4,8,Active,27.7,249,47,1892,Minor,2024-12-31
336,Marco Petrov 336,MALE,Australia,Oceania,2002-03-03,23,164,50,Right,Offensive,336,7,288,162,56.25,2,0,6,Active,42.7,196,64,1169,None,2024-12-31
337,Mei Garcia 337,FEMALE,Chile,South America,2005-02-03,20,193,78,Right,All-round,337,85,489,183,37.42,12,5,8,Active,33.9,209,66,737,None,2024-12-31
338,Laura Singh 338,FEMALE,Nepal,Asia,2005-03-31,20,188,89,Right,Defensive,338,136,250,145,58.0,0,3,3,Active,40.4,222,65,2356,None,2024-12-31
339,Mei Li 339,FEMALE,Chile,South America,1985-06-30,40,190,65,Left,All-round,339,65,322,125,38.82,8,3,5,Retired,22.7,255,72,811,Major,2024-12-31
340,Laura Singh 340,FEMALE,Spain,Europe,1991-11-08,34,192,78,Left,Offensive,340,119,487,252,51.75,10,0,8,Active,20.5,211,73,424,Major,2024-12-31
341,Ivan Martin 341,MALE,Argentina,South America,1994-05-10,31,153,63,Right,All-round,341,122,151,97,64.24,10,4,6,Active,28.2,280,53,917,None,2024-12-31
342,Mei Brown 342,FEMALE,New Zealand,Oceania,1988-07-03,37,166,51,Right,All-round,342,109,385,176,45.71,4,1,9,Retired,28.3,210,75,1276,Minor,2024-12-31
343,Victor Petrov 343,MALE,South Africa,Africa,1993-10-27,32,192,49,Left,All-round,343,128,126,81,64.29,7,5,6,Active,20.1,193,77,2258,Major,2024-12-31
344,Anita Li 344,FEMALE,Spain,Europe,1998-04-25,27,187,93,Left,All-round,344,44,266,133,50.0,9,3,8,Active,38.1,281,63,811,Major,2024-12-31
345,Sofia Li 345,FEMALE,India,Asia,1994-10-12,31,169,60,Left,Offensive,345,22,282,150,53.19,0,5,5,Active,44.9,267,62,2483,Major,2024-12-31
346,Wei Lopez 346,MALE,Italy,Europe,1996-07-19,29,171,72,Right,Offensive,346,52,237,94,39.66,8,0,8,Active,23.8,279,46,1079,Minor,2024-12-31
347,Alex Lopez 347,MALE,Nigeria,Africa,2005-08-17,20,150,80,Left,Offensive,347,35,500,309,61.8,15,4,4,Active,26.6,213,45,1863,None,2024-12-31
348,Marco Martin 348,MALE,Thailand,Asia,1993-12-06,32,181,68,Left,All-round,348,119,228,129,56.58,9,0,9,Active,20.0,230,65,1767,Major,2024-12-31
349,Mei Silva 349,FEMALE,Argentina,South America,1991-03-24,34,175,54,Left,Offensive,349,148,435,158,36.32,11,2,8,Active,29.3,219,71,1403,None,2024-12-31
350,Sofia Rossi 350,FEMALE,India,Asia,2001-08-13,24,151,61,Right,Offensive,350,48,305,182,59.67,12,0,4,Active,33.7,192,74,737,None,2024-12-31
351,Arjun Li 351,MALE,Nigeria,Africa,2001-10-13,24,170,64,Left,Offensive,351,57,429,262,61.07,7,3,12,Active,41.5,199,80,1284,None,2024-12-31
352,Mei Lopez 352,FEMALE,Chile,South America,1988-09-03,37,167,84,Left,All-round,352,138,292,176,60.27,10,0,3,Retired,21.6,243,80,2003,Major,2024-12-31
353,Emma Sharma 353,FEMALE,Spain,Europe,1986-12-02,39,150,87,Left,Defensive,353,73,362,140,38.67,14,0,6,Retired,39.7,284,79,2401,Major,2024-12-31
354,Emma Martin 354,FEMALE,Thailand,Asia,1999-10-18,26,166,79,Left,Offensive,354,48,125,85,68.0,6,0,5,Active,44.2,198,57,978,Major,2024-12-31
355,Samuel Sharma 355,MALE,Nepal,Asia,2005-06-02,20,192,82,Left,All-round,355,49,228,119,52.19,11,3,11,Active,23.4,300,56,1287,Major,2024-12-31
356,Alex Sharma 356,MALE,Argentina,South America,1989-03-06,36,189,95,Right,Offensive,356,13,205,96,46.83,1,2,9,Retired,43.0,251,74,1645,Minor,2024-12-31
357,Sofia Rossi 357,FEMALE,Nigeria,Africa,1993-04-03,32,163,76,Left,Defensive,357,109,391,263,67.26,0,0,9,Active,34.5,218,48,628,Major,2024-12-31
358,Laura Martin 358,FEMALE,India,Asia,2005-11-08,20,186,71,Right,Offensive,358,32,207,140,67.63,9,3,11,Active,24.2,263,48,1724,Minor,2024-12-31
359,Emma Petrov 359,FEMALE,New Zealand,Oceania,1992-07-03,33,193,72,Left,All-round,359,107,410,303,73.9,4,1,3,Active,22.7,245,53,1046,None,2024-12-31
360,Mei Li 360,FEMALE,France,Europe,1987-08-09,38,167,79,Left,Defensive,360,37,343,218,63.56,13,5,6,Retired,39.5,232,58,1522,Major,2024-12-31
361,Mei Sharma 361,FEMALE,New Zealand,Oceania,2000-04-08,25,158,88,Right,All-round,361,145,158,67,42.41,3,1,10,Active,33.1,255,47,1299,Major,2024-12-31
362,Ivan Martin 362,MALE,Australia,Oceania,2001-06-24,24,181,91,Left,Defensive,362,140,88,52,59.09,11,5,9,Active,44.6,237,76,1031,Minor,2024-12-31
363,Daniel Silva 363,MALE,Canada,North America,2003-07-07,22,178,83,Right,Offensive,363,59,92,34,36.96,15,0,5,Active,39.6,213,76,1722,Minor,2024-12-31
364,Emma Garcia 364,FEMALE,Chile,South America,1990-02-17,35,195,59,Left,All-round,364,62,390,163,41.79,14,0,5,Active,38.8,197,65,1603,Minor,2024-12-31
365,Anita Silva 365,FEMALE,India,Asia,1998-06-13,27,181,45,Left,Defensive,365,117,109,81,74.31,4,0,11,Active,44.2,232,67,775,None,2024-12-31
366,Victor Li 366,MALE,India,Asia,1999-07-24,26,188,65,Right,Defensive,366,13,487,177,36.34,8,5,6,Active,29.5,288,75,2193,None,2024-12-31
367,Emma Lopez 367,FEMALE,Nepal,Asia,2006-07-06,19,161,73,Right,Offensive,367,8,485,237,48.87,2,4,6,Active,34.1,196,80,1962,Minor,2024-12-31
368,Samuel Li 368,MALE,Chile,South America,1997-03-06,28,173,45,Left,All-round,368,72,270,166,61.48,10,3,4,Active,29.3,207,58,1391,Minor,2024-12-31
369,Anita Singh 369,FEMALE,Spain,Europe,1996-05-19,29,191,68,Left,Defensive,369,141,418,180,43.06,3,3,9,Active,25.1,289,49,689,Minor,2024-12-31
370,Ivan Martin 370,MALE,New Zealand,Oceania,2005-12-19,20,194,47,Left,All-round,370,122,476,230,48.32,12,2,4,Active,24.0,240,73,1837,Major,2024-12-31
371,Alex Sharma 371,MALE,Indonesia,Asia,1994-06-07,31,179,82,Left,All-round,371,89,325,134,41.23,13,2,11,Active,28.2,238,52,2046,None,2024-12-31
372,Samuel Sharma 372,MALE,Spain,Europe,1992-01-10,34,161,59,Right,All-round,372,141,182,102,56.04,10,2,5,Active,43.6,192,50,423,Minor,2024-12-31
373,Nina Brown 373,FEMALE,France,Europe,1994-06-17,31,170,59,Right,Defensive,373,116,219,81,36.99,2,4,10,Active,20.2,295,45,542,Major,2024-12-31
374,Alex Brown 374,MALE,Chile,South America,1989-09-17,36,175,90,Left,Defensive,374,62,222,130,58.56,1,5,5,Retired,41.8,204,69,2084,Minor,2024-12-31
375,Laura Li 375,FEMALE,Spain,Europe,1996-06-25,29,180,75,Left,All-round,375,132,396,152,38.38,9,0,8,Active,37.6,263,60,503,None,2024-12-31
376,Anita Garcia 376,FEMALE,New Zealand,Oceania,1993-11-30,32,152,55,Right,Defensive,376,26,197,106,53.81,5,4,12,Active,30.0,263,70,727,Major,2024-12-31
377,Samuel Singh 377,MALE,Spain,Europe,1995-10-05,30,184,68,Left,Offensive,377,80,112,84,75.0,1,3,5,Active,34.3,234,57,1474,None,2024-12-31
378,Mei Sharma 378,FEMALE,Italy,Europe,1985-07-27,40,161,75,Right,Offensive,378,66,374,208,55.61,7,2,6,Retired,28.2,297,64,464,Minor,2024-12-31
379,Nina Martin 379,FEMALE,France,Europe,2001-11-16,24,174,68,Left,All-round,379,71,481,231,48.02,4,0,4,Active,40.7,261,52,2073,None,2024-12-31
380,Victor Singh 380,MALE,India,Asia,1988-03-28,37,182,68,Right,Offensive,380,150,331,236,71.3,14,1,3,Retired,25.7,212,53,497,Major,2024-12-31
381,Laura Rossi 381,FEMALE,France,Europe,1992-09-10,33,160,51,Right,Defensive,381,3,428,245,57.24,10,0,11,Active,27.1,299,74,866,Minor,2024-12-31
382,Marco Li 382,MALE,Italy,Europe,1991-09-13,34,156,95,Right,All-round,382,129,430,311,72.33,1,0,7,Active,37.5,258,59,1589,None,2024-12-31
383,Alex Petrov 383,MALE,Nigeria,Africa,2003-02-04,22,156,56,Right,All-round,383,12,198,91,45.96,9,2,5,Active,31.9,217,52,1604,Minor,2024-12-31
384,Daniel Singh 384,MALE,India,Asia,1999-08-12,26,158,73,Right,Offensive,384,7,304,138,45.39,5,3,3,Active,31.9,295,72,1468,Major,2024-12-31
385,Victor Garcia 385,MALE,Egypt,Africa,1999-04-13,26,186,69,Right,Defensive,385,43,388,220,56.7,1,2,12,Active,25.7,221,54,1969,Major,2024-12-31
386,Marco Rossi 386,MALE,USA,North America,1995-04-08,30,181,48,Right,All-round,386,138,207,115,55.56,2,5,11,Active,26.1,205,55,1763,Major,2024-12-31
387,Marco Sharma 387,MALE,Chile,South America,2004-10-18,21,166,80,Left,Offensive,387,47,389,162,41.65,0,1,10,Active,25.6,270,63,1370,None,2024-12-31
388,Mei Garcia 388,FEMALE,Argentina,South America,1994-08-13,31,181,86,Right,All-round,388,137,452,179,39.6,11,3,3,Active,20.8,198,75,1364,Minor,2024-12-31
389,Wei Silva 389,MALE,Chile,South America,2002-12-03,23,160,54,Right,All-round,389,123,236,165,69.92,2,5,4,Active,43.1,256,79,1000,Minor,2024-12-31
390,Samuel Brown 390,MALE,India,Asia,1986-11-11,39,156,46,Right,Offensive,390,83,381,206,54.07,7,5,9,Retired,42.2,280,70,1043,Minor,2024-12-31
391,Alex Lopez 391,MALE,Chile,South America,1994-03-28,31,161,80,Left,Defensive,391,126,283,104,36.75,8,2,10,Active,21.5,226,59,1184,Minor,2024-12-31
392,Wei Petrov 392,MALE,France,Europe,2000-05-02,25,191,57,Right,Offensive,392,92,191,117,61.26,10,0,11,Active,36.4,206,45,835,Minor,2024-12-31
393,Victor Li 393,MALE,Argentina,South America,2000-04-01,25,178,59,Left,All-round,393,13,288,159,55.21,5,3,7,Active,40.0,268,74,1436,None,2024-12-31
394,Anita Li 394,FEMALE,Germany,Europe,1994-03-19,31,186,90,Left,Offensive,394,98,85,39,45.88,7,3,12,Active,30.1,215,73,2500,Major,2024-12-31
395,Ivan Garcia 395,MALE,Indonesia,Asia,1987-09-15,38,179,93,Left,Defensive,395,117,351,229,65.24,11,1,9,Retired,35.5,247,61,2103,None,2024-12-31
396,Wei Sharma 396,MALE,Thailand,Asia,2003-03-30,22,168,64,Right,Defensive,396,104,497,269,54.12,12,4,8,Active,26.0,195,80,2324,Major,2024-12-31
397,Mei Garcia 397,FEMALE,Indonesia,Asia,1992-02-14,33,181,84,Right,All-round,397,121,293,123,41.98,5,5,9,Active,38.8,237,45,974,None,2024-12-31
398,Mei Li 398,FEMALE,USA,North America,2002-09-21,23,179,77,Right,Offensive,398,118,436,252,57.8,6,1,8,Active,36.8,243,45,2267,Major,2024-12-31
399,Mei Garcia 399,FEMALE,France,Europe,2003-02-25,22,177,93,Left,Defensive,399,21,271,97,35.79,1,4,8,Active,34.6,264,54,996,Minor,2024-12-31
400,Nina Petrov 400,FEMALE,USA,North America,2005-04-23,20,174,81,Right,All-round,400,75,477,223,46.75,1,1,4,Active,32.8,233,48,732,None,2024-12-31
401,Anita Li 401,FEMALE,Thailand,Asia,1998-02-01,27,193,87,Right,All-round,401,142,228,156,68.42,10,4,5,Active,29.1,245,50,1887,None,2024-12-31
402,Samuel Singh 402,MALE,New Zealand,Oceania,1998-06-09,27,195,45,Left,All-round,402,76,95,61,64.21,11,5,9,Active,20.8,249,76,1034,Major,2024-12-31
403,Laura Sharma 403,FEMALE,India,Asia,2002-05-01,23,159,86,Right,Defensive,403,17,488,208,42.62,8,3,3,Active,33.4,299,58,1772,Major,2024-12-31
404,Alex Lopez 404,MALE,Australia,Oceania,1995-10-08,30,162,68,Right,Defensive,404,47,262,166,63.36,2,4,4,Active,38.6,281,55,2490,Minor,2024-12-31
405,Ivan Brown 405,MALE,Australia,Oceania,1998-09-08,27,185,78,Left,All-round,405,85,431,203,47.1,0,4,3,Active,29.4,273,54,490,Major,2024-12-31
406,Mei Petrov 406,FEMALE,Italy,Europe,1991-01-26,34,193,92,Left,Defensive,406,9,461,213,46.2,2,0,4,Active,34.6,256,50,2243,Major,2024-12-31
407,Nina Garcia 407,FEMALE,Indonesia,Asia,2004-06-09,21,176,89,Left,Offensive,407,16,400,180,45.0,6,1,6,Active,20.8,255,64,1838,Major,2024-12-31
408,Wei Rossi 408,MALE,Germany,Europe,1996-10-20,29,176,70,Right,All-round,408,142,113,42,37.17,13,0,3,Active,26.8,237,69,2310,Minor,2024-12-31
409,Sofia Petrov 409,FEMALE,Argentina,South America,1993-11-15,32,192,59,Left,Offensive,409,3,113,69,61.06,15,2,8,Active,39.3,223,70,2138,Minor,2024-12-31
410,Mei Silva 410,FEMALE,Thailand,Asia,1996-12-29,29,161,47,Left,Offensive,410,112,221,122,55.2,10,3,11,Active,37.1,251,51,1554,None,2024-12-31
411,Anita Silva 411,FEMALE,South Africa,Africa,1997-03-15,28,161,90,Left,All-round,411,3,329,205,62.31,8,1,10,Active,42.6,231,73,1401,Major,2024-12-31
412,Mei Brown 412,FEMALE,Germany,Europe,1997-10-08,28,158,75,Left,Defensive,412,142,193,73,37.82,9,5,11,Active,29.4,211,76,1750,None,2024-12-31
413,Arjun Rossi 413,MALE,Egypt,Africa,2004-03-10,21,186,80,Left,All-round,413,25,126,45,35.71,10,1,4,Active,30.8,277,79,933,Major,2024-12-31
414,Marco Garcia 414,MALE,Thailand,Asia,1999-03-29,26,169,78,Right,Offensive,414,44,474,253,53.38,8,3,4,Active,20.8,291,71,1375,Major,2024-12-31
415,Ivan Li 415,MALE,Nigeria,Africa,1991-02-20,34,152,80,Left,All-round,415,88,131,70,53.44,8,5,12,Active,35.8,198,70,1540,Major,2024-12-31
416,Victor Silva 416,MALE,Spain,Europe,1993-09-08,32,185,88,Left,All-round,416,83,445,266,59.78,0,5,7,Active,29.8,258,69,620,Major,2024-12-31
417,Arjun Singh 417,MALE,South Africa,Africa,2006-07-08,19,166,80,Right,Defensive,417,115,359,126,35.1,8,1,6,Active,40.0,276,46,1994,None,2024-12-31
418,Mei Brown 418,FEMALE,Chile,South America,1994-08-19,31,151,57,Left,All-round,418,76,320,129,40.31,7,1,10,Active,21.4,206,45,1973,Major,2024-12-31
419,Samuel Petrov 419,MALE,Canada,North America,1985-10-27,40,159,72,Left,Offensive,419,135,410,146,35.61,7,0,8,Retired,44.5,218,79,443,Major,2024-12-31
420,Sofia Rossi 420,FEMALE,Thailand,Asia,1993-03-18,32,169,94,Left,All-round,420,97,163,81,49.69,10,5,3,Active,22.2,290,76,622,Minor,2024-12-31
421,Emma Lopez 421,FEMALE,Nepal,Asia,1998-05-09,27,190,75,Right,Defensive,421,70,219,121,55.25,14,4,10,Active,24.9,232,75,1953,Minor,2024-12-31
422,Anita Singh 422,FEMALE,France,Europe,2005-09-29,20,176,59,Right,Offensive,422,13,133,74,55.64,6,2,9,Active,40.2,266,73,1906,None,2024-12-31
423,Sofia Li 423,FEMALE,Germany,Europe,2002-02-17,23,178,91,Right,Defensive,423,128,379,179,47.23,5,1,7,Active,32.1,265,66,943,Major,2024-12-31
424,Victor Rossi 424,MALE,Australia,Oceania,1990-01-26,35,161,88,Left,Defensive,424,61,319,136,42.63,14,1,11,Active,42.1,261,59,2205,Minor,2024-12-31
425,Samuel Li 425,MALE,Nepal,Asia,1989-06-23,36,162,78,Left,All-round,425,148,229,83,36.24,8,0,6,Retired,26.0,251,53,2377,Minor,2024-12-31
426,Sofia Petrov 426,FEMALE,Germany,Europe,1992-07-11,33,179,77,Left,Offensive,426,13,144,57,39.58,14,4,5,Active,23.6,191,63,1666,None,2024-12-31
427,Nina Brown 427,FEMALE,New Zealand,Oceania,2004-05-28,21,166,95,Left,All-round,427,3,467,298,63.81,3,3,6,Active,30.0,292,45,1521,Minor,2024-12-31
428,Daniel Martin 428,MALE,USA,North America,1997-08-07,28,155,87,Left,Defensive,428,120,413,304,73.61,0,0,7,Active,35.8,243,70,1156,Major,2024-12-31
429,Laura Garcia 429,FEMALE,South Africa,Africa,2004-12-21,21,153,82,Left,Defensive,429,53,175,126,72.0,10,3,7,Active,32.8,215,55,885,Minor,2024-12-31
430,Ivan Lopez 430,MALE,Nepal,Asia,1994-02-06,31,172,61,Right,All-round,430,1,125,70,56.0,14,1,11,Active,29.2,210,80,2149,Major,2024-12-31
431,Victor Sharma 431,MALE,Italy,Europe,1986-02-01,39,187,60,Right,Defensive,431,65,442,234,52.94,15,3,4,Retired,34.6,242,45,1991,Major,2024-12-31
432,Samuel Singh 432,MALE,Argentina,South America,1993-06-06,32,194,85,Right,All-round,432,68,388,144,37.11,2,2,5,Active,25.3,201,78,2097,None,2024-12-31
433,Daniel Lopez 433,MALE,Indonesia,Asia,2003-07-15,22,178,60,Right,All-round,433,124,195,95,48.72,0,1,12,Active,35.3,195,63,1422,Minor,2024-12-31
434,Laura Singh 434,FEMALE,France,Europe,2004-06-13,21,167,90,Left,Offensive,434,74,135,69,51.11,5,3,10,Active,26.3,297,46,2124,Minor,2024-12-31
435,Nina Petrov 435,FEMALE,Nigeria,Africa,1985-01-12,41,157,72,Left,All-round,435,99,324,138,42.59,9,2,3,Retired,25.0,201,45,1886,Major,2024-12-31
436,Wei Sharma 436,MALE,Nigeria,Africa,2001-11-27,24,191,86,Right,All-round,436,122,145,75,51.72,14,4,4,Active,26.3,260,49,1068,Major,2024-12-31
437,Samuel Li 437,MALE,France,Europe,2004-05-28,21,185,45,Right,All-round,437,96,363,163,44.9,1,4,6,Active,20.6,281,74,1354,None,2024-12-31
438,Laura Singh 438,FEMALE,Canada,North America,2001-05-01,24,177,73,Left,Offensive,438,1,219,122,55.71,9,1,6,Active,31.9,209,50,821,None,2024-12-31
439,Laura Silva 439,FEMALE,New Zealand,Oceania,1990-08-31,35,187,86,Left,All-round,439,85,92,54,58.7,0,2,6,Active,31.6,233,47,1044,Minor,2024-12-31
440,Daniel Martin 440,MALE,Australia,Oceania,1998-08-09,27,173,82,Left,Defensive,440,125,464,194,41.81,11,0,3,Active,37.8,243,54,2263,Minor,2024-12-31
441,Ivan Lopez 441,MALE,Thailand,Asia,1993-04-12,32,186,50,Left,Offensive,441,102,228,91,39.91,0,4,7,Active,40.0,289,46,1650,None,2024-12-31
442,Anita Martin 442,FEMALE,Nigeria,Africa,1986-05-30,39,188,62,Left,All-round,442,147,296,192,64.86,10,5,10,Retired,31.6,295,77,2090,Major,2024-12-31
443,Alex Singh 443,MALE,France,Europe,2006-06-02,19,155,82,Right,Offensive,443,132,258,182,70.54,8,5,6,Active,28.4,282,66,1135,Minor,2024-12-31
444,Marco Singh 444,MALE,USA,North America,1988-07-09,37,194,73,Right,All-round,444,149,244,119,48.77,4,0,11,Retired,37.9,235,78,2315,Major,2024-12-31
445,Mei Sharma 445,FEMALE,Chile,South America,1985-08-12,40,190,62,Right,Offensive,445,76,304,195,64.14,2,1,8,Retired,37.9,200,61,1432,None,2024-12-31
446,Victor Li 446,MALE,USA,North America,2000-02-26,25,177,52,Left,Defensive,446,56,451,250,55.43,9,0,8,Active,39.7,224,57,644,Minor,2024-12-31
447,Ivan Silva 447,MALE,Indonesia,Asia,1996-11-26,29,188,75,Right,All-round,447,57,188,116,61.7,9,0,3,Active,41.5,242,66,540,None,2024-12-31
448,Arjun Rossi 448,MALE,New Zealand,Oceania,1986-06-21,39,194,58,Left,All-round,448,120,135,64,47.41,2,1,4,Retired,34.0,251,47,1415,Major,2024-12-31
449,Marco Petrov 449,MALE,Chile,South America,1988-07-09,37,173,63,Left,Offensive,449,101,347,158,45.53,10,1,7,Retired,25.6,200,49,991,Minor,2024-12-31
450,Mei Martin 450,FEMALE,Argentina,South America,2006-06-22,19,155,89,Right,All-round,450,117,258,185,71.71,7,1,5,Active,33.9,250,71,773,Minor,2024-12-31
451,Victor Martin 451,MALE,Indonesia,Asia,1999-06-23,26,157,93,Left,Defensive,451,112,194,115,59.28,3,5,7,Active,35.4,200,79,1420,Minor,2024-12-31
452,Wei Martin 452,MALE,Chile,South America,1989-02-11,36,152,48,Right,Defensive,452,111,479,196,40.92,1,3,11,Retired,39.7,249,46,2405,None,2024-12-31
453,Anita Brown 453,FEMALE,Indonesia,Asia,2001-05-20,24,189,74,Left,All-round,453,63,153,77,50.33,11,2,6,Active,37.9,192,49,945,None,2024-12-31
454,Laura Li 454,FEMALE,Indonesia,Asia,1998-01-19,27,188,85,Right,All-round,454,78,100,50,50.0,1,0,11,Active,25.2,200,51,947,Major,2024-12-31
455,Daniel Rossi 455,MALE,Nigeria,Africa,1989-05-22,36,189,67,Right,Offensive,455,14,93,33,35.48,14,1,6,Retired,42.6,229,49,1852,None,2024-12-31
456,Daniel Rossi 456,MALE,Thailand,Asia,2003-01-31,22,167,45,Left,Offensive,456,123,85,54,63.53,12,0,8,Active,25.6,288,45,525,None,2024-12-31
457,Mei Sharma 457,FEMALE,Indonesia,Asia,2003-09-05,22,186,48,Right,Offensive,457,150,316,110,34.81,7,2,7,Active,30.3,287,58,1029,Minor,2024-12-31
458,Daniel Silva 458,MALE,Spain,Europe,1995-04-06,30,187,83,Right,Offensive,458,147,108,81,75.0,4,4,6,Active,27.3,273,78,1319,Major,2024-12-31
459,Nina Singh 459,FEMALE,Egypt,Africa,1995-06-16,30,159,60,Right,All-round,459,130,265,175,66.04,4,5,5,Active,24.4,273,64,1349,Major,2024-12-31
460,Samuel Brown 460,MALE,Chile,South America,1996-04-06,29,175,78,Right,All-round,460,113,254,164,64.57,9,5,5,Active,39.4,207,53,1643,None,2024-12-31
461,Arjun Martin 461,MALE,Spain,Europe,1991-04-18,34,151,94,Left,All-round,461,117,147,107,72.79,13,4,6,Active,31.1,216,57,769,Minor,2024-12-31
462,Ivan Martin 462,MALE,Germany,Europe,2002-06-22,23,152,63,Left,Offensive,462,147,84,29,34.52,8,4,11,Active,39.3,285,56,1535,Minor,2024-12-31
463,Marco Brown 463,MALE,Germany,Europe,1998-08-20,27,162,71,Right,All-round,463,5,219,117,53.42,12,3,6,Active,32.4,245,55,1222,None,2024-12-31
464,Sofia Singh 464,FEMALE,USA,North America,1995-01-25,30,181,49,Left,Defensive,464,4,203,96,47.29,5,4,6,Active,42.4,274,79,1819,Minor,2024-12-31
465,Daniel Petrov 465,MALE,Indonesia,Asia,1991-10-12,34,188,57,Right,All-round,465,100,293,141,48.12,11,0,11,Active,44.1,239,70,1038,None,2024-12-31
466,Nina Brown 466,FEMALE,Indonesia,Asia,1991-02-14,34,169,56,Right,All-round,466,105,150,64,42.67,2,0,11,Active,38.5,289,48,1684,Minor,2024-12-31
467,Sofia Silva 467,FEMALE,Australia,Oceania,1990-12-28,35,194,49,Right,Offensive,467,10,328,222,67.68,11,3,10,Active,24.7,243,51,1429,Major,2024-12-31
468,Emma Rossi 468,FEMALE,Egypt,Africa,1998-07-16,27,192,76,Right,Defensive,468,16,223,128,57.4,8,3,8,Active,41.1,300,61,1556,Major,2024-12-31
469,Marco Garcia 469,MALE,New Zealand,Oceania,2002-02-16,23,186,62,Right,Defensive,469,58,99,53,53.54,0,4,10,Active,44.4,273,63,1347,Major,2024-12-31
470,Wei Martin 470,MALE,Thailand,Asia,1988-05-27,37,153,64,Right,Offensive,470,20,310,197,63.55,9,5,6,Retired,22.3,212,68,1120,Minor,2024-12-31
471,Emma Garcia 471,FEMALE,Italy,Europe,1998-12-18,27,161,58,Right,All-round,471,150,463,282,60.91,8,5,4,Active,34.9,295,73,622,Minor,2024-12-31
472,Nina Li 472,FEMALE,South Africa,Africa,1997-03-27,28,155,92,Right,All-round,472,132,329,177,53.8,14,5,4,Active,28.1,230,48,943,Minor,2024-12-31
473,Emma Singh 473,FEMALE,Indonesia,Asia,1998-07-30,27,157,48,Left,Defensive,473,105,407,166,40.79,11,3,10,Active,25.1,234,67,1496,None,2024-12-31
474,Samuel Brown 474,MALE,Egypt,Africa,1997-03-15,28,151,52,Right,Defensive,474,32,394,202,51.27,5,5,4,Active,42.6,271,66,2296,Major,2024-12-31
